Person ID,Name,Gender,Age,Address,Aadhaar,Hand,Finger,Image Path
220,Priya X,Female,45,Erode,2985 3019 7197,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Left_little_finger.BMP
220,Divya O,Female,42,Chennai,6559 5706 2370,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Left_middle_finger.BMP
220,Divya Z,Female,27,Madurai,5257 2492 8372,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Left_ring_finger.BMP
220,Sneha E,Female,31,Madurai,2744 4739 5655,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Left_thumb_finger.BMP
220,Kavya R,Female,52,Coimbatore,8587 2859 5073,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Right_index_finger.BMP
220,Priya N,Female,59,Dindigul,1302 1728 5010,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Right_little_finger.BMP
220,Kavya U,Female,28,Kanchipuram,2957 3605 5587,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Right_middle_finger.BMP
220,Anjali R,Female,60,Tirunelveli,2984 4964 4613,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Right_ring_finger.BMP
220,Sneha C,Female,29,Kanchipuram,1191 3584 6699,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\220__F_Right_thumb_finger.BMP
221,Naveen C,Male,41,Tiruchirapalli,5173 3578 3961,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Left_index_finger.BMP
221,Vikram Z,Male,31,Kanchipuram,2799 1983 1604,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Left_little_finger.BMP
221,Rahul X,Male,54,Thanjavur,4000 7846 9298,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Left_middle_finger.BMP
221,Naveen R,Male,29,Kanchipuram,6068 5821 3831,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Left_ring_finger.BMP
221,Naveen S,Male,29,Erode,9048 5748 4621,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Left_thumb_finger.BMP
221,Kiran B,Male,25,Salem,9101 7504 8629,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Right_index_finger.BMP
221,Akash Q,Male,58,Tiruchirapalli,5088 4485 9774,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Right_little_finger.BMP
221,Akash O,Male,27,Madurai,4763 1609 8841,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Right_middle_finger.BMP
221,Vikram O,Male,49,Erode,3739 5388 7263,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Right_ring_finger.BMP
221,Rahul P,Male,27,Kanchipuram,8589 6226 9433,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\221__M_Right_thumb_finger.BMP
222,Naveen C,Male,33,Thanjavur,2656 3020 9271,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Left_index_finger.BMP
222,Naveen A,Male,25,Coimbatore,3189 3957 5602,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Left_little_finger.BMP
222,Rahul A,Male,20,Tirunelveli,8197 7724 6151,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Left_middle_finger.BMP
222,Vikram J,Male,23,Kanchipuram,9953 1563 6170,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Left_ring_finger.BMP
222,Vikram L,Male,19,Tiruchirapalli,4671 3157 5893,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Left_thumb_finger.BMP
222,Naveen H,Male,32,Thanjavur,4191 5587 4048,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Right_index_finger.BMP
222,Akash H,Male,65,Kanchipuram,1621 7953 8753,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Right_little_finger.BMP
222,Akash S,Male,56,Kanchipuram,9430 1243 8547,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Right_middle_finger.BMP
222,Akash D,Male,58,Tiruchirapalli,9766 6058 5322,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Right_ring_finger.BMP
222,Siddharth J,Male,40,Chennai,2634 9155 1994,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\222__M_Right_thumb_finger.BMP
223,Rahul Z,Male,25,Vellore,6972 4962 7473,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Left_index_finger.BMP
223,Siddharth I,Male,54,Erode,7593 4006 2451,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Left_little_finger.BMP
223,Naveen A,Male,47,Madurai,2310 3050 8218,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Left_middle_finger.BMP
223,Kiran B,Male,18,Salem,8185 6741 4225,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Left_ring_finger.BMP
223,Naveen M,Male,41,Thanjavur,6314 8885 8920,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Left_thumb_finger.BMP
223,Siddharth Y,Male,21,Chennai,2057 3540 1345,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Right_index_finger.BMP
223,Vikram K,Male,53,Tirunelveli,8257 2232 7483,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Right_little_finger.BMP
223,Akash N,Male,25,Tirunelveli,7411 6037 6992,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Right_middle_finger.BMP
223,Akash F,Male,41,Tirunelveli,4362 6202 3345,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Right_ring_finger.BMP
223,Naveen F,Male,42,Tiruchirapalli,7127 8742 8263,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\223__M_Right_thumb_finger.BMP
224,Akash J,Male,43,Dindigul,5088 2125 8055,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Left_index_finger.BMP
224,Kiran U,Male,58,Madurai,9990 3561 8764,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Left_little_finger.BMP
224,Siddharth A,Male,60,Salem,5284 9833 1408,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Left_middle_finger.BMP
224,Kiran T,Male,60,Madurai,9902 1292 9274,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Left_ring_finger.BMP
224,Akash U,Male,41,Madurai,5438 8170 9634,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Left_thumb_finger.BMP
224,Naveen C,Male,37,Chennai,8505 9181 3677,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Right_index_finger.BMP
224,Kiran E,Male,45,Chennai,7154 9796 1578,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Right_little_finger.BMP
224,Rahul P,Male,24,Madurai,6496 2852 1743,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Right_middle_finger.BMP
224,Kiran E,Male,43,Coimbatore,8877 9621 2719,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Right_ring_finger.BMP
224,Siddharth T,Male,50,Thanjavur,6197 1457 6422,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\224__M_Right_thumb_finger.BMP
225,Kiran A,Male,44,Tiruchirapalli,8874 2229 6843,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Left_index_finger.BMP
225,Siddharth F,Male,46,Kanchipuram,1622 1463 9131,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Left_little_finger.BMP
225,Naveen Z,Male,30,Madurai,3280 6234 6236,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Left_middle_finger.BMP
225,Kiran C,Male,22,Dindigul,7853 7646 5588,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Left_ring_finger.BMP
225,Rahul Z,Male,22,Madurai,1792 5382 6774,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Left_thumb_finger.BMP
225,Rahul X,Male,24,Kanchipuram,2690 8929 9499,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Right_index_finger.BMP
225,Akash T,Male,32,Dindigul,5413 2223 1172,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Right_little_finger.BMP
225,Siddharth C,Male,26,Madurai,1225 9946 7406,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Right_middle_finger.BMP
225,Vikram C,Male,51,Tiruchirapalli,9533 6258 5280,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Right_ring_finger.BMP
225,Kiran L,Male,53,Salem,2846 3157 2005,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\225__M_Right_thumb_finger.BMP
226,Rahul U,Male,24,Salem,4634 8244 8011,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Left_index_finger.BMP
226,Akash L,Male,38,Kanchipuram,8919 5598 2902,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Left_little_finger.BMP
226,Akash D,Male,26,Coimbatore,5277 2293 4422,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Left_middle_finger.BMP
226,Kiran W,Male,37,Coimbatore,1519 7596 1706,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Left_ring_finger.BMP
226,Naveen R,Male,36,Erode,2917 4401 7836,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Left_thumb_finger.BMP
226,Naveen Y,Male,45,Vellore,5192 1082 2475,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Right_index_finger.BMP
226,Siddharth G,Male,37,Thanjavur,6466 1630 7889,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Right_little_finger.BMP
226,Naveen D,Male,57,Dindigul,9742 8276 4381,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Right_middle_finger.BMP
226,Naveen W,Male,52,Chennai,8621 4761 9058,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Right_ring_finger.BMP
226,Kiran P,Male,58,Tirunelveli,3890 5318 1842,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\226__M_Right_thumb_finger.BMP
227,Vikram U,Male,62,Vellore,9198 9439 5489,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Left_index_finger.BMP
227,Siddharth N,Male,28,Salem,6769 5245 2390,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Left_little_finger.BMP
227,Naveen G,Male,43,Vellore,2067 8967 6386,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Left_middle_finger.BMP
227,Kiran F,Male,23,Madurai,5918 3641 7561,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Left_ring_finger.BMP
227,Naveen E,Male,20,Tiruchirapalli,8853 8467 9747,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Left_thumb_finger.BMP
227,Rahul H,Male,27,Tirunelveli,8089 7842 3766,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Right_index_finger.BMP
227,Vikram O,Male,29,Tiruchirapalli,7658 7482 3546,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Right_little_finger.BMP
227,Rahul D,Male,50,Vellore,5862 9778 5975,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Right_middle_finger.BMP
227,Rahul I,Male,51,Tirunelveli,2193 9765 2177,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Right_ring_finger.BMP
227,Siddharth P,Male,46,Tiruchirapalli,6020 6452 7465,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\227__M_Right_thumb_finger.BMP
228,Siddharth Z,Male,45,Tirunelveli,3343 1711 9921,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Left_index_finger.BMP
228,Rahul U,Male,55,Madurai,3294 8041 3812,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Left_little_finger.BMP
228,Vikram L,Male,51,Vellore,7488 5726 3062,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Left_middle_finger.BMP
228,Kiran Z,Male,22,Erode,5539 3733 8414,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Left_ring_finger.BMP
228,Naveen J,Male,29,Tiruchirapalli,7725 9714 7542,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Left_thumb_finger.BMP
228,Vikram N,Male,65,Kanchipuram,8659 9426 9196,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Right_index_finger.BMP
228,Siddharth P,Male,28,Thanjavur,2212 9685 2483,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Right_little_finger.BMP
228,Rahul T,Male,36,Chennai,2527 4070 6761,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Right_middle_finger.BMP
228,Naveen J,Male,46,Coimbatore,4591 6597 7116,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Right_ring_finger.BMP
228,Rahul T,Male,63,Salem,9430 6329 5785,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\228__M_Right_thumb_finger.BMP
229,Rahul Z,Male,20,Chennai,2404 4656 5571,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Left_index_finger.BMP
229,Kiran X,Male,52,Salem,1320 5770 1718,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Left_little_finger.BMP
229,Siddharth N,Male,52,Thanjavur,9854 9838 5708,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Left_middle_finger.BMP
229,Kiran S,Male,64,Kanchipuram,4025 1686 2724,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Left_ring_finger.BMP
229,Akash Y,Male,22,Thanjavur,6540 4456 6542,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Left_thumb_finger.BMP
229,Akash T,Male,50,Madurai,4607 6679 6191,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Right_index_finger.BMP
229,Naveen R,Male,59,Tirunelveli,4222 5146 7772,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Right_little_finger.BMP
229,Kiran Y,Male,38,Kanchipuram,4416 7401 6777,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Right_middle_finger.BMP
229,Naveen B,Male,63,Thanjavur,6571 8150 6103,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Right_ring_finger.BMP
229,Naveen R,Male,32,Tiruchirapalli,3037 2933 6948,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\229__M_Right_thumb_finger.BMP
22,Naveen D,Male,56,Kanchipuram,1848 7177 9521,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Left_index_finger.BMP
22,Siddharth C,Male,29,Tiruchirapalli,3218 7099 8765,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Left_little_finger.BMP
22,Siddharth I,Male,56,Kanchipuram,4740 7813 9112,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Left_middle_finger.BMP
22,Siddharth C,Male,19,Chennai,6258 7694 8245,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Left_ring_finger.BMP
22,Kiran X,Male,51,Chennai,5017 1161 6146,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Left_thumb_finger.BMP
22,Kiran E,Male,37,Thanjavur,2594 4870 2254,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Right_index_finger.BMP
22,Akash U,Male,34,Thanjavur,7777 8732 8872,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Right_little_finger.BMP
22,Siddharth E,Male,43,Dindigul,2569 2744 7929,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Right_middle_finger.BMP
22,Siddharth Z,Male,33,Chennai,6363 2938 3712,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Right_ring_finger.BMP
22,Rahul D,Male,22,Vellore,6482 7549 2301,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\22__M_Right_thumb_finger.BMP
230,Akash J,Male,23,Dindigul,4111 5045 4433,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Left_index_finger.BMP
230,Vikram C,Male,31,Tirunelveli,1710 5572 5254,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Left_little_finger.BMP
230,Naveen T,Male,31,Erode,8737 1397 5910,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Left_middle_finger.BMP
230,Vikram T,Male,21,Kanchipuram,7374 1776 2189,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Left_ring_finger.BMP
230,Vikram H,Male,27,Tirunelveli,8747 9280 5632,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Left_thumb_finger.BMP
230,Naveen U,Male,59,Vellore,3053 4694 3731,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Right_index_finger.BMP
230,Rahul V,Male,40,Vellore,2572 8512 4569,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Right_little_finger.BMP
230,Vikram X,Male,27,Vellore,8216 8531 6443,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Right_middle_finger.BMP
230,Siddharth E,Male,44,Erode,3274 5383 1098,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Right_ring_finger.BMP
230,Rahul H,Male,25,Vellore,8671 3129 9510,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\230__M_Right_thumb_finger.BMP
231,Rahul F,Male,52,Kanchipuram,3969 2808 4767,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Left_index_finger.BMP
231,Naveen G,Male,58,Tiruchirapalli,9292 1917 1980,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Left_little_finger.BMP
231,Vikram R,Male,28,Tiruchirapalli,3394 1669 4302,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Left_middle_finger.BMP
231,Vikram K,Male,29,Dindigul,7174 5214 1866,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Left_ring_finger.BMP
231,Akash P,Male,33,Vellore,4736 4697 4438,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Left_thumb_finger.BMP
231,Akash H,Male,58,Coimbatore,1602 5982 1875,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Right_index_finger.BMP
231,Rahul T,Male,37,Erode,8662 9469 7950,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Right_little_finger.BMP
231,Rahul A,Male,36,Thanjavur,8705 8800 1535,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Right_middle_finger.BMP
231,Rahul E,Male,24,Madurai,2205 7708 7864,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Right_ring_finger.BMP
231,Vikram S,Male,62,Madurai,7969 7384 6442,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\231__M_Right_thumb_finger.BMP
232,Naveen O,Male,43,Tiruchirapalli,5633 4000 1721,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Left_index_finger.BMP
232,Akash T,Male,40,Erode,2499 3926 2541,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Left_little_finger.BMP
232,Kiran P,Male,55,Erode,8525 4258 5989,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Left_middle_finger.BMP
232,Vikram Q,Male,27,Vellore,5104 5835 4215,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Left_ring_finger.BMP
232,Vikram N,Male,58,Coimbatore,5463 2279 3916,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Left_thumb_finger.BMP
232,Siddharth I,Male,62,Tiruchirapalli,6446 3917 5141,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Right_index_finger.BMP
232,Akash B,Male,56,Kanchipuram,9383 1499 8827,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Right_little_finger.BMP
232,Kiran R,Male,23,Thanjavur,7545 3818 4595,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Right_middle_finger.BMP
232,Kiran Z,Male,42,Kanchipuram,9233 6306 5095,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Right_ring_finger.BMP
232,Siddharth B,Male,24,Chennai,4397 8539 2430,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\232__M_Right_thumb_finger.BMP
233,Naveen M,Male,57,Kanchipuram,4459 1054 2766,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Left_index_finger.BMP
233,Siddharth U,Male,41,Tirunelveli,4244 4397 8887,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Left_little_finger.BMP
233,Vikram R,Male,24,Coimbatore,3140 9600 3322,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Left_middle_finger.BMP
233,Vikram N,Male,37,Erode,4063 5073 7007,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Left_ring_finger.BMP
233,Rahul Y,Male,31,Madurai,2762 6561 4992,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Left_thumb_finger.BMP
233,Akash M,Male,35,Chennai,7350 1773 6683,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Right_index_finger.BMP
233,Kiran J,Male,38,Erode,9672 4433 3566,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Right_little_finger.BMP
233,Siddharth X,Male,41,Madurai,3310 7775 9040,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Right_middle_finger.BMP
233,Siddharth T,Male,22,Coimbatore,1788 8649 2246,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Right_ring_finger.BMP
233,Kiran S,Male,64,Tiruchirapalli,1468 6005 5695,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\233__M_Right_thumb_finger.BMP
234,Kiran U,Male,57,Tiruchirapalli,9412 8735 1724,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Left_index_finger.BMP
234,Siddharth M,Male,45,Madurai,6333 9316 6976,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Left_little_finger.BMP
234,Kiran E,Male,55,Salem,8837 5108 5778,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Left_middle_finger.BMP
234,Akash X,Male,64,Tirunelveli,7132 9254 5166,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Left_ring_finger.BMP
234,Kiran J,Male,62,Dindigul,4063 7526 3479,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Left_thumb_finger.BMP
234,Siddharth F,Male,29,Erode,8457 2928 2833,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Right_index_finger.BMP
234,Siddharth K,Male,40,Dindigul,8233 8615 4326,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Right_little_finger.BMP
234,Akash I,Male,35,Salem,3922 4414 5036,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Right_middle_finger.BMP
234,Siddharth L,Male,33,Tiruchirapalli,9467 1570 7561,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Right_ring_finger.BMP
234,Vikram Y,Male,22,Tiruchirapalli,4137 7346 1481,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\234__M_Right_thumb_finger.BMP
235,Rahul X,Male,37,Madurai,6448 9022 5630,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Left_index_finger.BMP
235,Akash W,Male,57,Vellore,6390 6981 8890,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Left_little_finger.BMP
235,Akash I,Male,48,Dindigul,4248 8291 1344,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Left_middle_finger.BMP
235,Naveen Y,Male,37,Vellore,1837 1399 5364,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Left_ring_finger.BMP
235,Siddharth N,Male,38,Tirunelveli,5313 9854 9143,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Left_thumb_finger.BMP
235,Kiran G,Male,30,Coimbatore,2007 6382 7744,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Right_index_finger.BMP
235,Siddharth V,Male,58,Madurai,1130 4338 2680,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Right_little_finger.BMP
235,Kiran L,Male,40,Erode,3212 9251 3919,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Right_middle_finger.BMP
235,Rahul I,Male,62,Chennai,8397 9578 8353,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Right_ring_finger.BMP
235,Vikram G,Male,42,Madurai,6924 5018 8319,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\235__M_Right_thumb_finger.BMP
236,Vikram F,Male,31,Salem,8667 6277 3898,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\236__M_Left_index_finger.BMP
236,Kiran Y,Male,51,Vellore,3697 9111 8913,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\236__M_Left_little_finger.BMP
236,Siddharth W,Male,46,Coimbatore,4177 8405 7539,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\236__M_Left_middle_finger.BMP
236,Vikram J,Male,56,Vellore,1254 8492 6334,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\236__M_Left_ring_finger.BMP
236,Rahul P,Male,23,Tiruchirapalli,1861 3755 4900,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\236__M_Left_thumb_finger.BMP
